"Subject","type","bin","mean"
78,"rand_switch",6,2858.44444444444
80,"alt_ns",1,1053.1
80,"alt_ns",2,1343.2
80,"alt_ns",3,1755
80,"alt_ns",4,2129.4
80,"alt_ns",5,2618
80,"alt_ns",6,4284.33333333333
80,"alt_switch",1,1222.2
80,"alt_switch",2,1447.2
80,"alt_switch",3,1701.8
80,"alt_switch",4,1916.88888888889
80,"alt_switch",5,2299.88888888889
80,"alt_switch",6,3350.22222222222
80,"pure",1,526.59375
80,"pure",2,605.354838709677
80,"pure",3,697.709677419355
80,"pure",4,782.709677419355
80,"pure",5,911.677419354839
80,"pure",6,1624.74193548387
80,"rand_ns",1,959.4
80,"rand_ns",2,1148.22222222222
80,"rand_ns",3,1326.55555555556
80,"rand_ns",4,1756.55555555556
80,"rand_ns",5,2121.44444444444
80,"rand_ns",6,3613.44444444444
80,"rand_switch",1,1223.6
80,"rand_switch",2,1547.9
80,"rand_switch",3,1786.5
80,"rand_switch",4,2115.77777777778
80,"rand_switch",5,2597.33333333333
80,"rand_switch",6,4224.22222222222
81,"alt_ns",1,875.4
81,"alt_ns",2,1132
81,"alt_ns",3,1265.3
81,"alt_ns",4,1376.1
81,"alt_ns",5,1496.2
81,"alt_ns",6,2025.88888888889
81,"alt_switch",1,958.666666666667
81,"alt_switch",2,1143.66666666667
81,"alt_switch",3,1270.22222222222
81,"alt_switch",4,1451.77777777778
81,"alt_switch",5,1720.55555555556
81,"alt_switch",6,2345
81,"pure",1,529.8125
81,"pure",2,620.8125
81,"pure",3,674.0625
81,"pure",4,729.375
81,"pure",5,816.5625
81,"pure",6,1088.96774193548
81,"rand_ns",1,707.4
81,"rand_ns",2,847.5
81,"rand_ns",3,1009.9
81,"rand_ns",4,1122.55555555556
81,"rand_ns",5,1325.77777777778
81,"rand_ns",6,1776.33333333333
81,"rand_switch",1,837.1
81,"rand_switch",2,1009.5
81,"rand_switch",3,1160.9
81,"rand_switch",4,1299
81,"rand_switch",5,1571.8
81,"rand_switch",6,2278.88888888889
82,"alt_ns",1,749.1
82,"alt_ns",2,856.6
82,"alt_ns",3,933.8
82,"alt_ns",4,1041.1
82,"alt_ns",5,1302
82,"alt_ns",6,2001.3
82,"alt_switch",1,964.1
82,"alt_switch",2,1143.3
82,"alt_switch",3,1298
82,"alt_switch",4,1511.66666666667
82,"alt_switch",5,1780.11111111111
82,"alt_switch",6,2341.88888888889
82,"pure",1,427.064516129032
82,"pure",2,484.033333333333
82,"pure",3,532.633333333333
82,"pure",4,577.3
82,"pure",5,664.7
82,"pure",6,998.533333333333
82,"rand_ns",1,746.444444444444
82,"rand_ns",2,917
82,"rand_ns",3,999.222222222222
82,"rand_ns",4,1078.66666666667
82,"rand_ns",5,1284.66666666667
82,"rand_ns",6,1968.55555555556
82,"rand_switch",1,1055.3
82,"rand_switch",2,1291.77777777778
82,"rand_switch",3,1456.55555555556
82,"rand_switch",4,1670.77777777778
82,"rand_switch",5,2098.55555555556
82,"rand_switch",6,2675.11111111111
83,"alt_ns",1,793.6
83,"alt_ns",2,1010.33333333333
83,"alt_ns",3,1212
83,"alt_ns",4,1427.55555555556
83,"alt_ns",5,1689.33333333333
83,"alt_ns",6,2233.22222222222
83,"alt_switch",1,931.4
83,"alt_switch",2,1089.6
83,"alt_switch",3,1245.22222222222
83,"alt_switch",4,1470.66666666667
83,"alt_switch",5,1664.22222222222
83,"alt_switch",6,2053.77777777778
83,"pure",1,437
83,"pure",2,502.548387096774
83,"pure",3,540.387096774194
83,"pure",4,587.161290322581
83,"pure",5,654.677419354839
83,"pure",6,923.967741935484
83,"rand_ns",1,763.444444444444
83,"rand_ns",2,885.555555555556
83,"rand_ns",3,954.333333333333
83,"rand_ns",4,1101.88888888889
83,"rand_ns",5,1309.55555555556
83,"rand_ns",6,1786
83,"rand_switch",1,898
83,"rand_switch",2,1045.6
83,"rand_switch",3,1158.8
83,"rand_switch",4,1296
83,"rand_switch",5,1512
83,"rand_switch",6,2044.11111111111
84,"alt_ns",1,691.6
84,"alt_ns",2,768.9
84,"alt_ns",3,841.7
84,"alt_ns",4,961.9
84,"alt_ns",5,1250.2
84,"alt_ns",6,1954
84,"alt_switch",1,864.6
84,"alt_switch",2,1066
84,"alt_switch",3,1175.2
84,"alt_switch",4,1321.7
84,"alt_switch",5,1554.22222222222
84,"alt_switch",6,2016.66666666667
84,"pure",1,459.1875
84,"pure",2,536.9375
84,"pure",3,592.53125
84,"pure",4,658.903225806452
84,"pure",5,752.870967741935
84,"pure",6,1270.29032258065
84,"rand_ns",1,755.7
84,"rand_ns",2,901.9
84,"rand_ns",3,1001.88888888889
84,"rand_ns",4,1188.66666666667
84,"rand_ns",5,1482.66666666667
84,"rand_ns",6,2093.22222222222
84,"rand_switch",1,1021.9
84,"rand_switch",2,1199.33333333333
84,"rand_switch",3,1373.44444444444
84,"rand_switch",4,1592.55555555556
84,"rand_switch",5,1863.77777777778
84,"rand_switch",6,2385.55555555556
85,"alt_ns",1,967.7
85,"alt_ns",2,1272.9
85,"alt_ns",3,1702.8
85,"alt_ns",4,2012.8
85,"alt_ns",5,2686.66666666667
85,"alt_ns",6,3666.88888888889
85,"alt_switch",1,1224.8
85,"alt_switch",2,1432.9
85,"alt_switch",3,1672.4
85,"alt_switch",4,1889.2
85,"alt_switch",5,2419.77777777778
85,"alt_switch",6,3426.44444444444
85,"pure",1,457.4375
85,"pure",2,559.5625
85,"pure",3,640.41935483871
85,"pure",4,807.967741935484
85,"pure",5,980.225806451613
85,"pure",6,1626.87096774194
85,"rand_ns",1,774
85,"rand_ns",2,911.777777777778
85,"rand_ns",3,1058.44444444444
85,"rand_ns",4,1224.11111111111
85,"rand_ns",5,1720.88888888889
85,"rand_ns",6,2492.55555555556
85,"rand_switch",1,1052.4
85,"rand_switch",2,1227.22222222222
85,"rand_switch",3,1394.33333333333
85,"rand_switch",4,1576
85,"rand_switch",5,1862.11111111111
85,"rand_switch",6,2741.77777777778
86,"alt_ns",1,939.2
86,"alt_ns",2,1105.3
86,"alt_ns",3,1207.22222222222
86,"alt_ns",4,1353.66666666667
86,"alt_ns",5,1528.55555555556
86,"alt_ns",6,1953.66666666667
86,"alt_switch",1,982.6
86,"alt_switch",2,1116.4
86,"alt_switch",3,1202.5
86,"alt_switch",4,1409
86,"alt_switch",5,1683.88888888889
86,"alt_switch",6,2507.66666666667
86,"pure",1,472.96875
86,"pure",2,537.806451612903
86,"pure",3,592.58064516129
86,"pure",4,657.193548387097
86,"pure",5,759.516129032258
86,"pure",6,1058.67741935484
86,"rand_ns",1,796.1
86,"rand_ns",2,990
86,"rand_ns",3,1160.8
86,"rand_ns",4,1343.11111111111
86,"rand_ns",5,1616.88888888889
86,"rand_ns",6,2340.77777777778
86,"rand_switch",1,1058.3
86,"rand_switch",2,1280.4
86,"rand_switch",3,1492.6
86,"rand_switch",4,1743.44444444444
86,"rand_switch",5,2014.66666666667
86,"rand_switch",6,2583.66666666667
87,"alt_ns",1,785.363636363636
87,"alt_ns",2,921.9
87,"alt_ns",3,1090
87,"alt_ns",4,1270.3
87,"alt_ns",5,1536.5
87,"alt_ns",6,2089.9
87,"alt_switch",1,866.3
87,"alt_switch",2,1031.5
87,"alt_switch",3,1147
87,"alt_switch",4,1349.66666666667
87,"alt_switch",5,1629
87,"alt_switch",6,1985.44444444444
87,"pure",1,481.96875
87,"pure",2,532.625
87,"pure",3,574.65625
87,"pure",4,617.28125
87,"pure",5,662.096774193548
87,"pure",6,888.290322580645
87,"rand_ns",1,728.4
87,"rand_ns",2,801.8
87,"rand_ns",3,890.666666666667
87,"rand_ns",4,1242.33333333333
87,"rand_ns",5,1579.33333333333
87,"rand_ns",6,2076.55555555556
87,"rand_switch",1,748.4
87,"rand_switch",2,880.222222222222
87,"rand_switch",3,998.444444444444
87,"rand_switch",4,1166.77777777778
87,"rand_switch",5,1410.22222222222
87,"rand_switch",6,1892.55555555556
88,"alt_ns",1,739.3
88,"alt_ns",2,893.111111111111
88,"alt_ns",3,1041.66666666667
88,"alt_ns",4,1282.66666666667
88,"alt_ns",5,1454
88,"alt_ns",6,2358.77777777778
88,"alt_switch",1,911.5
88,"alt_switch",2,1190.9
88,"alt_switch",3,1435.22222222222
88,"alt_switch",4,1829.88888888889
88,"alt_switch",5,2238.77777777778
88,"alt_switch",6,2916.77777777778
88,"pure",1,449.375
88,"pure",2,521.1875
88,"pure",3,614.161290322581
88,"pure",4,686.354838709677
88,"pure",5,799.193548387097
88,"pure",6,1231
88,"rand_ns",1,728.8
88,"rand_ns",2,946
88,"rand_ns",3,1132.88888888889
88,"rand_ns",4,1382.77777777778
88,"rand_ns",5,1695.88888888889
88,"rand_ns",6,2772.11111111111
88,"rand_switch",1,1317.22222222222
88,"rand_switch",2,1577.33333333333
88,"rand_switch",3,1687.33333333333
88,"rand_switch",4,1840.88888888889
88,"rand_switch",5,2346.55555555556
88,"rand_switch",6,3245.625
89,"alt_ns",1,762.222222222222
89,"alt_ns",2,855.444444444444
89,"alt_ns",3,961.777777777778
89,"alt_ns",4,1193
89,"alt_ns",5,1572.22222222222
89,"alt_ns",6,2629.22222222222
89,"alt_switch",1,842.2
89,"alt_switch",2,1052.88888888889
89,"alt_switch",3,1244.88888888889
89,"alt_switch",4,1357.77777777778
89,"alt_switch",5,1579.88888888889
89,"alt_switch",6,2089.22222222222
89,"pure",1,461.935483870968
89,"pure",2,512.258064516129
89,"pure",3,547.806451612903
89,"pure",4,585.258064516129
89,"pure",5,637.741935483871
89,"pure",6,1063.83870967742
89,"rand_ns",1,711.6
89,"rand_ns",2,834.333333333333
89,"rand_ns",3,925.777777777778
89,"rand_ns",4,1115.88888888889
89,"rand_ns",5,1364.66666666667
89,"rand_ns",6,1976.44444444444
89,"rand_switch",1,859.3
89,"rand_switch",2,1008.1
89,"rand_switch",3,1160.44444444444
89,"rand_switch",4,1345.44444444444
89,"rand_switch",5,1498.22222222222
89,"rand_switch",6,2302.77777777778
90,"alt_ns",1,540
90,"alt_ns",2,655.888888888889
90,"alt_ns",3,719.333333333333
90,"alt_ns",4,764.333333333333
90,"alt_ns",5,861.333333333333
90,"alt_ns",6,1207.11111111111
90,"alt_switch",1,624.555555555556
90,"alt_switch",2,858.333333333333
90,"alt_switch",3,1026
90,"alt_switch",4,1167.22222222222
90,"alt_switch",5,1429
90,"alt_switch",6,1811.44444444444
90,"pure",1,392.741935483871
90,"pure",2,450.451612903226
90,"pure",3,505.096774193548
90,"pure",4,570.4
90,"pure",5,642.566666666667
90,"pure",6,1033.03333333333
90,"rand_ns",1,680.7
90,"rand_ns",2,833.4
90,"rand_ns",3,937.2
90,"rand_ns",4,1074.8
90,"rand_ns",5,1239.88888888889
90,"rand_ns",6,1698.66666666667
90,"rand_switch",1,846
90,"rand_switch",2,1018.2
90,"rand_switch",3,1128.22222222222
90,"rand_switch",4,1265.77777777778
90,"rand_switch",5,1530.22222222222
90,"rand_switch",6,2079.77777777778
91,"alt_ns",1,816.8
91,"alt_ns",2,1017
91,"alt_ns",3,1206.8
91,"alt_ns",4,1396.7
91,"alt_ns",5,1607.2
91,"alt_ns",6,1945.88888888889
91,"alt_switch",1,953.3
91,"alt_switch",2,1181.8
91,"alt_switch",3,1331.88888888889
91,"alt_switch",4,1453.44444444444
91,"alt_switch",5,1601.77777777778
91,"alt_switch",6,1973.55555555556
91,"pure",1,385.21875
91,"pure",2,441.5625
91,"pure",3,476.9375
91,"pure",4,520.5625
91,"pure",5,583.516129032258
91,"pure",6,789.032258064516
91,"rand_ns",1,747.3
91,"rand_ns",2,862.8
91,"rand_ns",3,1007.77777777778
91,"rand_ns",4,1149.88888888889
91,"rand_ns",5,1385
91,"rand_ns",6,1950.44444444444
91,"rand_switch",1,862.1
91,"rand_switch",2,981.2
91,"rand_switch",3,1064.1
91,"rand_switch",4,1211.4
91,"rand_switch",5,1471.2
91,"rand_switch",6,1819.8
92,"alt_ns",1,706.3
92,"alt_ns",2,779.4
92,"alt_ns",3,835.2
92,"alt_ns",4,922.6
92,"alt_ns",5,1090.5
92,"alt_ns",6,1400.66666666667
92,"alt_switch",1,834.4
92,"alt_switch",2,936.7
92,"alt_switch",3,993.8
92,"alt_switch",4,1119.77777777778
92,"alt_switch",5,1330.22222222222
92,"alt_switch",6,1512.77777777778
92,"pure",1,391.548387096774
92,"pure",2,442.032258064516
92,"pure",3,473.8
92,"pure",4,508.2
92,"pure",5,556.433333333333
92,"pure",6,761.333333333333
92,"rand_ns",1,731.3
92,"rand_ns",2,798
92,"rand_ns",3,850.5
92,"rand_ns",4,891.5
92,"rand_ns",5,1041
92,"rand_ns",6,1513.66666666667
92,"rand_switch",1,836
92,"rand_switch",2,945.222222222222
92,"rand_switch",3,1058.66666666667
92,"rand_switch",4,1120.66666666667
92,"rand_switch",5,1291
92,"rand_switch",6,1530.77777777778
93,"alt_ns",1,674.6
93,"alt_ns",2,762.9
93,"alt_ns",3,860.8
93,"alt_ns",4,979.1
93,"alt_ns",5,1169.66666666667
93,"alt_ns",6,1552.11111111111
93,"alt_switch",1,698
93,"alt_switch",2,794.5
93,"alt_switch",3,920.666666666667
93,"alt_switch",4,1036.22222222222
93,"alt_switch",5,1228.88888888889
93,"alt_switch",6,1515.44444444444
93,"pure",1,425.6875
93,"pure",2,482.75
93,"pure",3,518.096774193548
93,"pure",4,551.451612903226
93,"pure",5,600.096774193548
93,"pure",6,749.774193548387
93,"rand_ns",1,601.888888888889
93,"rand_ns",2,712.444444444444
93,"rand_ns",3,891
93,"rand_ns",4,1028
93,"rand_ns",5,1245.33333333333
93,"rand_ns",6,1553.33333333333
93,"rand_switch",1,652.9
93,"rand_switch",2,780.4
93,"rand_switch",3,937.1
93,"rand_switch",4,1089.11111111111
93,"rand_switch",5,1172.22222222222
93,"rand_switch",6,1493.22222222222
94,"alt_ns",1,755.2
94,"alt_ns",2,994.3
94,"alt_ns",3,1273.1
94,"alt_ns",4,1520.9
94,"alt_ns",5,1811.11111111111
94,"alt_ns",6,2807.77777777778
94,"alt_switch",1,927.5
94,"alt_switch",2,1094.7
94,"alt_switch",3,1194
94,"alt_switch",4,1278
94,"alt_switch",5,1456.33333333333
94,"alt_switch",6,2252.44444444444
94,"pure",1,495.290322580645
94,"pure",2,661.806451612903
94,"pure",3,773.064516129032
94,"pure",4,877.58064516129
94,"pure",5,1037.16129032258
94,"pure",6,1926.9
94,"rand_ns",1,805.6
94,"rand_ns",2,998.9
94,"rand_ns",3,1159.7
94,"rand_ns",4,1311.66666666667
94,"rand_ns",5,1623.88888888889
94,"rand_ns",6,2556
94,"rand_switch",1,942.363636363636
94,"rand_switch",2,1150.9
94,"rand_switch",3,1285.8
94,"rand_switch",4,1421.8
94,"rand_switch",5,1658.7
94,"rand_switch",6,2292.1
95,"alt_ns",1,758.888888888889
95,"alt_ns",2,874
95,"alt_ns",3,984.333333333333
95,"alt_ns",4,1224.22222222222
95,"alt_ns",5,1650.77777777778
95,"alt_ns",6,2548.55555555556
95,"alt_switch",1,812.25
95,"alt_switch",2,988.5
95,"alt_switch",3,1104.25
95,"alt_switch",4,1459.5
95,"alt_switch",5,1801
95,"alt_switch",6,2578.71428571429
95,"pure",1,383.233333333333
95,"pure",2,436.1
95,"pure",3,488.466666666667
95,"pure",4,538.033333333333
95,"pure",5,628.655172413793
95,"pure",6,1022.86206896552
95,"rand_ns",1,641.444444444444
95,"rand_ns",2,719.444444444444
95,"rand_ns",3,778.333333333333
95,"rand_ns",4,871.666666666667
95,"rand_ns",5,1478.375
95,"rand_ns",6,2406.25
95,"rand_switch",1,766.777777777778
95,"rand_switch",2,863.333333333333
95,"rand_switch",3,1017.55555555556
95,"rand_switch",4,1212.44444444444
95,"rand_switch",5,1644.55555555556
95,"rand_switch",6,2513.875
97,"alt_ns",1,758.1
97,"alt_ns",2,892.4
97,"alt_ns",3,1057.8
97,"alt_ns",4,1217.2
97,"alt_ns",5,1468.9
97,"alt_ns",6,2007.33333333333
97,"alt_switch",1,803.8
97,"alt_switch",2,945.888888888889
97,"alt_switch",3,1033.22222222222
97,"alt_switch",4,1162.11111111111
97,"alt_switch",5,1342.22222222222
97,"alt_switch",6,1795.33333333333
97,"pure",1,338.354838709677
97,"pure",2,384.290322580645
97,"pure",3,414.838709677419
97,"pure",4,440.483870967742
97,"pure",5,494.838709677419
97,"pure",6,712.483870967742
97,"rand_ns",1,700.4
97,"rand_ns",2,851.9
97,"rand_ns",3,1098.3
97,"rand_ns",4,1234.4
97,"rand_ns",5,1445.66666666667
97,"rand_ns",6,1813.88888888889
97,"rand_switch",1,919.2
97,"rand_switch",2,1040.2
97,"rand_switch",3,1122.9
97,"rand_switch",4,1219.5
97,"rand_switch",5,1392.1
97,"rand_switch",6,1947.77777777778
98,"alt_ns",1,708.6
98,"alt_ns",2,761
98,"alt_ns",3,828.888888888889
98,"alt_ns",4,902.666666666667
98,"alt_ns",5,1004.55555555556
98,"alt_ns",6,1333.22222222222
98,"alt_switch",1,760.777777777778
98,"alt_switch",2,840.444444444444
98,"alt_switch",3,919.444444444444
98,"alt_switch",4,1045
98,"alt_switch",5,1131.33333333333
98,"alt_switch",6,1402.22222222222
98,"pure",1,503.65625
98,"pure",2,553.774193548387
98,"pure",3,578.709677419355
98,"pure",4,619.677419354839
98,"pure",5,672.41935483871
98,"pure",6,854.709677419355
98,"rand_ns",1,695.2
98,"rand_ns",2,774.1
98,"rand_ns",3,855.222222222222
98,"rand_ns",4,932.666666666667
98,"rand_ns",5,1061.55555555556
98,"rand_ns",6,1426.77777777778
98,"rand_switch",1,804.5
98,"rand_switch",2,981.1
98,"rand_switch",3,1089
98,"rand_switch",4,1164.55555555556
98,"rand_switch",5,1307.44444444444
98,"rand_switch",6,1611.55555555556
99,"alt_ns",1,800.5
99,"alt_ns",2,1004.9
99,"alt_ns",3,1151.7
99,"alt_ns",4,1324.3
99,"alt_ns",5,1575.2
99,"alt_ns",6,2499.44444444444
99,"alt_switch",1,1205
99,"alt_switch",2,1449.2
99,"alt_switch",3,1561.4
99,"alt_switch",4,1745.5
99,"alt_switch",5,2014.33333333333
99,"alt_switch",6,2689.55555555556
99,"pure",1,555.1875
99,"pure",2,627.41935483871
99,"pure",3,672.290322580645
99,"pure",4,737.838709677419
99,"pure",5,912.290322580645
99,"pure",6,1734.29032258065
99,"rand_ns",1,1000.1
99,"rand_ns",2,1111.6
99,"rand_ns",3,1227.66666666667
99,"rand_ns",4,1349.77777777778
99,"rand_ns",5,1478.11111111111
99,"rand_ns",6,2063.11111111111
99,"rand_switch",1,1227.3
99,"rand_switch",2,1373.7
99,"rand_switch",3,1542.66666666667
99,"rand_switch",4,1727.88888888889
99,"rand_switch",5,2147.44444444444
99,"rand_switch",6,3010.22222222222
100,"alt_ns",1,656.6
100,"alt_ns",2,761.5
100,"alt_ns",3,816.1
100,"alt_ns",4,944.9
100,"alt_ns",5,1200.22222222222
100,"alt_ns",6,1745.77777777778
100,"alt_switch",1,759.333333333333
100,"alt_switch",2,856.222222222222
100,"alt_switch",3,988
100,"alt_switch",4,1096.66666666667
100,"alt_switch",5,1318.44444444444
100,"alt_switch",6,1627.55555555556
100,"pure",1,421.375
100,"pure",2,461.375
100,"pure",3,489.903225806452
100,"pure",4,525.387096774194
100,"pure",5,577.58064516129
100,"pure",6,796.290322580645
100,"rand_ns",1,676
100,"rand_ns",2,765.5
100,"rand_ns",3,829.3
100,"rand_ns",4,961.2
100,"rand_ns",5,1105.11111111111
100,"rand_ns",6,1481.11111111111
100,"rand_switch",1,854.8
100,"rand_switch",2,1016.5
100,"rand_switch",3,1116.33333333333
100,"rand_switch",4,1306.22222222222
100,"rand_switch",5,1534
100,"rand_switch",6,1849.44444444444
101,"alt_ns",1,738.2
101,"alt_ns",2,853.2
101,"alt_ns",3,960.777777777778
101,"alt_ns",4,1093.44444444444
101,"alt_ns",5,1412.22222222222
101,"alt_ns",6,2060.44444444444
101,"alt_switch",1,828.666666666667
101,"alt_switch",2,990.444444444444
101,"alt_switch",3,1110.22222222222
101,"alt_switch",4,1221.11111111111
101,"alt_switch",5,1503.11111111111
101,"alt_switch",6,2047.44444444444
101,"pure",1,456.258064516129
101,"pure",2,541.516129032258
101,"pure",3,598.903225806452
101,"pure",4,671.967741935484
101,"pure",5,850.645161290323
101,"pure",6,1679.25806451613
101,"rand_ns",1,786.111111111111
101,"rand_ns",2,888.888888888889
101,"rand_ns",3,1009
101,"rand_ns",4,1188
101,"rand_ns",5,1452.22222222222
101,"rand_ns",6,1883.44444444444
101,"rand_switch",1,778.7
101,"rand_switch",2,974.5
101,"rand_switch",3,1058.2
101,"rand_switch",4,1278.8
101,"rand_switch",5,1465
101,"rand_switch",6,1864.55555555556
102,"alt_ns",1,767.666666666667
102,"alt_ns",2,961.777777777778
102,"alt_ns",3,1225.11111111111
102,"alt_ns",4,1418.33333333333
102,"alt_ns",5,1865.88888888889
102,"alt_ns",6,2574.75
102,"alt_switch",1,708.444444444444
102,"alt_switch",2,881
102,"alt_switch",3,986.875
102,"alt_switch",4,1211.375
102,"alt_switch",5,1496.375
102,"alt_switch",6,2547.125
102,"pure",1,369.90625
102,"pure",2,445.838709677419
102,"pure",3,504.193548387097
102,"pure",4,562.161290322581
102,"pure",5,652.354838709677
102,"pure",6,992.193548387097
102,"rand_ns",1,756.555555555556
102,"rand_ns",2,922.333333333333
102,"rand_ns",3,1074.22222222222
102,"rand_ns",4,1271.125
102,"rand_ns",5,1621.625
102,"rand_ns",6,2685.25
102,"rand_switch",1,745.555555555556
102,"rand_switch",2,996
102,"rand_switch",3,1129.33333333333
102,"rand_switch",4,1335.55555555556
102,"rand_switch",5,1562
102,"rand_switch",6,2057.11111111111
